sheet,cell,row,column,header,fill_rgb,fill_name,fill_class,has_value,value_preview
Inputs,A18,18,A,Company,,,other,1,Amazon
Inputs,B18,18,B,Ticker,,,other,1,AMZN
Inputs,C18,18,C,Report Bucket,,,other,1,Q1 26
Inputs,D18,18,D,Fiscal Period,,,other,1,Q1 2026
Inputs,E18,18,E,Period End,,,other,1,2026-03-31
Inputs,F18,18,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,364
Inputs,G18,18,G,Fact Metric,,,other,1,"Long-term customer commitments, primarily AWS"
Inputs,H18,18,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,44.203
Inputs,I18,18,I,Capex Definition,,,other,1,Cash payments to acquire productive assets (SEC XBRL)
Inputs,J18,18,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm
Inputs,K18,18,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm
Inputs,L18,18,L,Evidence / Derivation,,,other,1,"Fact: Long-term customer commitments, primarily AWS, were approximately $364B as of March 31, 2026—not $464B as shown in the supplied snapshot. Weighted-average remaining life was 5.5 years. Capex: SE"
Inputs,M18,18,M,Fact Source ID,,,other,1,AMZN-Q126-FACT
Inputs,N18,18,N,Capex Source ID,,,other,1,AMZN-Q126-CAPEX
Inputs,A19,19,A,Company,,,other,1,Amazon
Inputs,B19,19,B,Ticker,,,other,1,AMZN
Inputs,C19,19,C,Report Bucket,,,other,1,Q2 26
Inputs,D19,19,D,Fiscal Period,,,other,1,Q2 2026
Inputs,E19,19,E,Period End,,,other,1,2026-06-30
Inputs,F19,19,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,496
Inputs,G19,19,G,Fact Metric,,,other,1,"Long-term customer commitments, primarily AWS"
Inputs,H19,19,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,54.208
Inputs,I19,19,I,Capex Definition,,,other,1,Cash payments to acquire productive assets (SEC XBRL gross series)
Inputs,J19,19,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000026/amzn-20260630.htm
Inputs,K19,19,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000026/amzn-20260630.htm
Inputs,L19,19,L,Evidence / Derivation,,,other,1,"Fact: Long-term customer commitments, primarily AWS, were approximately $496B; weighted-average remaining life was 6.4 years. Anthropic's expanded commitment is already included in the total and must "
Inputs,M19,19,M,Fact Source ID,,,other,1,AMZN-Q226-FACT
Inputs,N19,19,N,Capex Source ID,,,other,1,AMZN-Q226-CAPEX
Inputs,A20,20,A,Company,,,other,1,Oracle
Inputs,B20,20,B,Ticker,,,other,1,ORCL
Inputs,C20,20,C,Report Bucket,,,other,1,Q2 25
Inputs,D20,20,D,Fiscal Period,,,other,1,FY25 Q4
Inputs,E20,20,E,Period End,,,other,1,2025-05-31
Inputs,F20,20,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,137.8
Inputs,G20,20,G,Fact Metric,,,other,1,Remaining performance obligations
Inputs,H20,20,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,9.08
Inputs,I20,20,I,Capex Definition,,,other,1,Cash capital expenditures; Q4 derived from annual less nine months
Inputs,J20,20,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Inputs,K20,20,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Inputs,L20,20,L,Evidence / Derivation,,,other,1,"Fact: Remaining performance obligations were $137.8B as of May 31, 2025. Capex: Quarter capex = $21.215B FY2025 less $12.135B first nine months = $9.080B. The $5.0B in the supplied image is not suppor"
Inputs,M20,20,M,Fact Source ID,,,other,1,ORCL-Q225-FACT
Inputs,N20,20,N,Capex Source ID,,,other,1,ORCL-Q225-CAPEX
Inputs,A21,21,A,Company,,,other,1,Oracle
Inputs,B21,21,B,Ticker,,,other,1,ORCL
Inputs,C21,21,C,Report Bucket,,,other,1,Q3 25
Inputs,D21,21,D,Fiscal Period,,,other,1,FY26 Q1
Inputs,E21,21,E,Period End,,,other,1,2025-08-31
Inputs,F21,21,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,455.3
Inputs,G21,21,G,Fact Metric,,,other,1,Remaining performance obligations
Inputs,H21,21,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,8.502
Inputs,I21,21,I,Capex Definition,,,other,1,Cash capital expenditures
Inputs,J21,21,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
Inputs,K21,21,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
Inputs,L21,21,L,Evidence / Derivation,,,other,1,"Fact: Remaining performance obligations were $455.3B as of August 31, 2025. Capex: The FY26 Q1 cash-flow statement reports $8.502B of capex."
Inputs,M21,21,M,Fact Source ID,,,other,1,ORCL-Q325-FACT
Inputs,N21,21,N,Capex Source ID,,,other,1,ORCL-Q325-CAPEX
Inputs,A22,22,A,Company,,,other,1,Oracle
Inputs,B22,22,B,Ticker,,,other,1,ORCL
Inputs,C22,22,C,Report Bucket,,,other,1,Q4 25
Inputs,D22,22,D,Fiscal Period,,,other,1,FY26 Q2
Inputs,E22,22,E,Period End,,,other,1,2025-11-30
Inputs,F22,22,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,523.3
Inputs,G22,22,G,Fact Metric,,,other,1,Remaining performance obligations
Inputs,H22,22,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,12.033
Inputs,I22,22,I,Capex Definition,,,other,1,Cash capital expenditures; quarter derived from cumulative filing values
Inputs,J22,22,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
Inputs,K22,22,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
Inputs,L22,22,L,Evidence / Derivation,,,other,1,"Fact: Remaining performance obligations were $523.3B as of November 30, 2025. Capex: Quarter capex = $20.535B first half less $8.502B Q1 = $12.033B."
Inputs,M22,22,M,Fact Source ID,,,other,1,ORCL-Q425-FACT
Inputs,N22,22,N,Capex Source ID,,,other,1,ORCL-Q425-CAPEX
Inputs,A23,23,A,Company,,,other,1,Oracle
Inputs,B23,23,B,Ticker,,,other,1,ORCL
Inputs,C23,23,C,Report Bucket,,,other,1,Q1 26
Inputs,D23,23,D,Fiscal Period,,,other,1,FY26 Q3
Inputs,E23,23,E,Period End,,,other,1,2026-02-28
Inputs,F23,23,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,552.6
Inputs,G23,23,G,Fact Metric,,,other,1,Remaining performance obligations
Inputs,H23,23,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,18.635
Inputs,I23,23,I,Capex Definition,,,other,1,Cash capital expenditures; quarter derived from cumulative filing values
Inputs,J23,23,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
Inputs,K23,23,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
Inputs,L23,23,L,Evidence / Derivation,,,other,1,"Fact: Remaining performance obligations were $552.6B as of February 28, 2026. Capex: Quarter capex = $39.170B first nine months less $20.535B first half = $18.635B."
Inputs,M23,23,M,Fact Source ID,,,other,1,ORCL-Q126-FACT
Inputs,N23,23,N,Capex Source ID,,,other,1,ORCL-Q126-CAPEX
Inputs,A24,24,A,Company,,,other,1,Oracle
Inputs,B24,24,B,Ticker,,,other,1,ORCL
Inputs,C24,24,C,Report Bucket,,,other,1,Q2 26
Inputs,D24,24,D,Fiscal Period,,,other,1,FY26 Q4
Inputs,E24,24,E,Period End,,,other,1,2026-05-31
Inputs,F24,24,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,638
Inputs,G24,24,G,Fact Metric,,,other,1,Remaining performance obligations
Inputs,H24,24,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,16.493
Inputs,I24,24,I,Capex Definition,,,other,1,Cash capital expenditures
Inputs,J24,24,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
Inputs,K24,24,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
Inputs,L24,24,L,Evidence / Derivation,,,other,1,"Fact: Remaining performance obligations were $638B at May 31, 2026, up $85B sequentially. Oracle's filed release says most Q3/Q4 RPO growth came from large AI contracts and $75B of prepaid or customer"
Inputs,M24,24,M,Fact Source ID,,,other,1,ORCL-Q226-FACT
Inputs,N24,24,N,Capex Source ID,,,other,1,ORCL-Q226-CAPEX
Inputs,A25,25,A,Company,,,other,1,Meta Platforms
Inputs,B25,25,B,Ticker,,,other,1,META
Inputs,C25,25,C,Report Bucket,,,other,1,Q2 25
Inputs,D25,25,D,Fiscal Period,,,other,1,Q2 2025
Inputs,E25,25,E,Period End,,,other,1,2025-06-30
Inputs,F25,25,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,47.516
Inputs,G25,25,G,Fact Metric,,,other,1,Quarterly revenue
Inputs,H25,25,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,17.012
Inputs,I25,25,I,Capex Definition,,,other,1,"Company-reported capex, including finance-lease principal payments"
Inputs,J25,25,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828025036791/meta-20250630.htm
Inputs,K25,25,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828025036791/meta-20250630.htm
Inputs,L25,25,L,Evidence / Derivation,,,other,1,Fact: Q2 2025 revenue was $47.516B. Capex: Company-defined capex including finance-lease principal was $17.012B (reported as $17.01B).
Inputs,M25,25,M,Fact Source ID,,,other,1,META-Q225-FACT
Inputs,N25,25,N,Capex Source ID,,,other,1,META-Q225-CAPEX
Inputs,A26,26,A,Company,,,other,1,Meta Platforms
Inputs,B26,26,B,Ticker,,,other,1,META
Inputs,C26,26,C,Report Bucket,,,other,1,Q3 25
Inputs,D26,26,D,Fiscal Period,,,other,1,Q3 2025
Inputs,E26,26,E,Period End,,,other,1,2025-09-30
Inputs,F26,26,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,51.242
Inputs,G26,26,G,Fact Metric,,,other,1,Quarterly revenue
Inputs,H26,26,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,19.374
Inputs,I26,26,I,Capex Definition,,,other,1,"Company-reported capex, including finance-lease principal payments"
Inputs,J26,26,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828025047240/meta-20250930.htm
Inputs,K26,26,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828025047240/meta-20250930.htm
Inputs,L26,26,L,Evidence / Derivation,,,other,1,Fact: Q3 2025 revenue was $51.242B. Capex: Company-defined capex including finance-lease principal was $19.374B (reported as $19.37B).
Inputs,M26,26,M,Fact Source ID,,,other,1,META-Q325-FACT
Inputs,N26,26,N,Capex Source ID,,,other,1,META-Q325-CAPEX
Inputs,A27,27,A,Company,,,other,1,Meta Platforms
Inputs,B27,27,B,Ticker,,,other,1,META
Inputs,C27,27,C,Report Bucket,,,other,1,Q4 25
Inputs,D27,27,D,Fiscal Period,,,other,1,Q4 2025
Inputs,E27,27,E,Period End,,,other,1,2025-12-31
Inputs,F27,27,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,59.893
Inputs,G27,27,G,Fact Metric,,,other,1,Quarterly revenue
Inputs,H27,27,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,22.137
Inputs,I27,27,I,Capex Definition,,,other,1,"Company-reported capex, including finance-lease principal payments; derived quarter"
Inputs,J27,27,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm
Inputs,K27,27,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm
Inputs,L27,27,L,Evidence / Derivation,,,other,1,Fact: Q4 2025 revenue = $200.966B FY2025 less $141.073B first nine months = $59.893B. Capex: Company-defined capex including finance-lease principal was $22.137B (reported as $22.14B).
Inputs,M27,27,M,Fact Source ID,,,other,1,META-Q425-FACT
Inputs,N27,27,N,Capex Source ID,,,other,1,META-Q425-CAPEX
Inputs,A28,28,A,Company,,,other,1,Meta Platforms
Inputs,B28,28,B,Ticker,,,other,1,META
Inputs,C28,28,C,Report Bucket,,,other,1,Q1 26
Inputs,D28,28,D,Fiscal Period,,,other,1,Q1 2026
Inputs,E28,28,E,Period End,,,other,1,2026-03-31
Inputs,F28,28,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,56.311
Inputs,G28,28,G,Fact Metric,,,other,1,Quarterly revenue
Inputs,H28,28,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,19.84
Inputs,I28,28,I,Capex Definition,,,other,1,"Company-reported capex, including finance-lease principal payments"
Inputs,J28,28,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026028526/meta-20260331.htm
Inputs,K28,28,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026028526/meta-20260331.htm
Inputs,L28,28,L,Evidence / Derivation,,,other,1,Fact: Q1 2026 revenue was $56.311B. The $240B annualized revenue in the supplied snapshot is based on roughly $60B and does not match the Q1 filing; filing-based annualized revenue is $225.244B. Capex
Inputs,M28,28,M,Fact Source ID,,,other,1,META-Q126-FACT
Inputs,N28,28,N,Capex Source ID,,,other,1,META-Q126-CAPEX
Inputs,A29,29,A,Company,,,other,1,Meta Platforms
Inputs,B29,29,B,Ticker,,,other,1,META
Inputs,C29,29,C,Report Bucket,,,other,1,Q2 26
Inputs,D29,29,D,Fiscal Period,,,other,1,Q2 2026
Inputs,E29,29,E,Period End,,,other,1,2026-06-30
Inputs,F29,29,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,60.801
Inputs,G29,29,G,Fact Metric,,,other,1,Quarterly revenue
Inputs,H29,29,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,31.078
Inputs,I29,29,I,Capex Definition,,,other,1,Company-defined capex including finance-lease principal payments
Inputs,J29,29,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm
Inputs,K29,29,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm
Inputs,L29,29,L,Evidence / Derivation,,,other,1,Fact: Q2 2026 total company revenue was $60.801B; Meta does not disclose standalone AI revenue. Capex: Company-defined capex was $31.078B: $30.116B Q2 cash PP&E purchases plus $0.962B finance-lease pr
Inputs,M29,29,M,Fact Source ID,,,other,1,META-Q226-FACT
Inputs,N29,29,N,Capex Source ID,,,other,1,META-Q226-CAPEX
