sheet,cell,row,column,author,note_text
Trajectory,E23,23,E,Codex,"DERIVED MODEL OUTPUT — AMZN Q4 25
Formula: annualized AI revenue proxy × base NOPAT margin ÷ annualized AI capex
Fact source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI share, four-year duration, and scenario margins retain the supplied model assumptions for comparability. Amazon disclosed a 6.4-year weighted-average remaining contract life at June 30, 2026; the four-year model input materially accelerates the annualized revenue proxy."
Trajectory,F23,23,F,Codex,"DERIVED MODEL OUTPUT — AMZN Q1 26
Formula: annualized AI revenue proxy × base NOPAT margin ÷ annualized AI capex
Fact source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI share, four-year duration, and scenario margins retain the supplied model assumptions for comparability. Amazon disclosed a 6.4-year weighted-average remaining contract life at June 30, 2026; the four-year model input materially accelerates the annualized revenue proxy."
Trajectory,G23,23,G,Codex,"DERIVED MODEL OUTPUT — AMZN Q2 26
Formula: annualized AI revenue proxy × base NOPAT margin ÷ annualized AI capex
Fact source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000026/amzn-20260630.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000026/amzn-20260630.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI share, four-year duration, and scenario margins retain the supplied model assumptions for comparability. Amazon disclosed a 6.4-year weighted-average remaining contract life at June 30, 2026; the four-year model input materially accelerates the annualized revenue proxy."
Trajectory,C24,24,C,Codex,"DERIVED MODEL OUTPUT — AMZN Q2 25
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1018724/000101872425000086/amzn-20250630.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1018724/000101872425000086/amzn-20250630.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI share, four-year duration, and scenario margins retain the supplied model assumptions for comparability. Amazon disclosed a 6.4-year weighted-average remaining contract life at June 30, 2026; the four-year model input materially accelerates the annualized revenue proxy."
Trajectory,D24,24,D,Codex,"DERIVED MODEL OUTPUT — AMZN Q3 25
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1018724/000101872425000123/amzn-20250930.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1018724/000101872425000123/amzn-20250930.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI share, four-year duration, and scenario margins retain the supplied model assumptions for comparability. Amazon disclosed a 6.4-year weighted-average remaining contract life at June 30, 2026; the four-year model input materially accelerates the annualized revenue proxy."
Trajectory,E24,24,E,Codex,"DERIVED MODEL OUTPUT — AMZN Q4 25
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI share, four-year duration, and scenario margins retain the supplied model assumptions for comparability. Amazon disclosed a 6.4-year weighted-average remaining contract life at June 30, 2026; the four-year model input materially accelerates the annualized revenue proxy."
Trajectory,F24,24,F,Codex,"DERIVED MODEL OUTPUT — AMZN Q1 26
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI share, four-year duration, and scenario margins retain the supplied model assumptions for comparability. Amazon disclosed a 6.4-year weighted-average remaining contract life at June 30, 2026; the four-year model input materially accelerates the annualized revenue proxy."
Trajectory,G24,24,G,Codex,"DERIVED MODEL OUTPUT — AMZN Q2 26
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000026/amzn-20260630.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1018724/000101872426000026/amzn-20260630.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI share, four-year duration, and scenario margins retain the supplied model assumptions for comparability. Amazon disclosed a 6.4-year weighted-average remaining contract life at June 30, 2026; the four-year model input materially accelerates the annualized revenue proxy."
Trajectory,C26,26,C,Codex,"ORCL Q2 25 — Remaining performance obligations
Value: $137.800B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Evidence: Remaining performance obligations were $137.8B as of May 31, 2025.
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,D26,26,D,Codex,"ORCL Q3 25 — Remaining performance obligations
Value: $455.300B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
Evidence: Remaining performance obligations were $455.3B as of August 31, 2025.
Local source: 01_sources/company_filings/oracle/Oracle_2025-09-10_10-Q_orcl-20250831.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,E26,26,E,Codex,"ORCL Q4 25 — Remaining performance obligations
Value: $523.300B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
Evidence: Remaining performance obligations were $523.3B as of November 30, 2025.
Local source: 01_sources/company_filings/oracle/Oracle_2025-12-11_10-Q_orcl-20251130.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,F26,26,F,Codex,"ORCL Q1 26 — Remaining performance obligations
Value: $552.600B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
Evidence: Remaining performance obligations were $552.6B as of February 28, 2026.
Local source: 01_sources/company_filings/oracle/Oracle_2026-03-11_10-Q_orcl-20260228.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,G26,26,G,Codex,"ORCL Q2 26 — Remaining performance obligations
Value: $638.000B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
Evidence: Remaining performance obligations were $638B at May 31, 2026, up $85B sequentially. Oracle's filed release says most Q3/Q4 RPO growth came from large AI contracts and $75B of prepaid or customer-supplied hardware reduces Oracle's own capital requirement.
Local source: 01_sources/company_filings/oracle/Oracle_2026-06-22_10-K_orcl-20260531.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,C27,27,C,Codex,"ORCL Q2 25 — quarterly capex
Value: $9.080B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Evidence: Quarter capex = $21.215B FY2025 less $12.135B first nine months = $9.080B. The $5.0B in the supplied image is not supported by Oracle's cash-flow filings. Nine-month source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025037143/orcl-20250228.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,D27,27,D,Codex,"ORCL Q3 25 — quarterly capex
Value: $8.502B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
Evidence: The FY26 Q1 cash-flow statement reports $8.502B of capex.
Local source: 01_sources/company_filings/oracle/Oracle_2025-09-10_10-Q_orcl-20250831.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,E27,27,E,Codex,"ORCL Q4 25 — quarterly capex
Value: $12.033B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
Evidence: Quarter capex = $20.535B first half less $8.502B Q1 = $12.033B.
Local source: 01_sources/company_filings/oracle/Oracle_2025-12-11_10-Q_orcl-20251130.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,F27,27,F,Codex,"ORCL Q1 26 — quarterly capex
Value: $18.635B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
Evidence: Quarter capex = $39.170B first nine months less $20.535B first half = $18.635B.
Local source: 01_sources/company_filings/oracle/Oracle_2026-03-11_10-Q_orcl-20260228.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,G27,27,G,Codex,"ORCL Q2 26 — quarterly capex
Value: $16.493B
Public source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
Evidence: Quarter capex = $55.663B FY2026 cash capex less $39.170B first nine months = $16.493B.
Local source: 01_sources/company_filings/oracle/Oracle_2026-06-22_10-K_orcl-20260531.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,C28,28,C,Codex,"DERIVED MODEL OUTPUT — ORCL Q2 25
Formula: quarterly capex × 4 × assumed AI share of capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,D28,28,D,Codex,"DERIVED MODEL OUTPUT — ORCL Q3 25
Formula: quarterly capex × 4 × assumed AI share of capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,E28,28,E,Codex,"DERIVED MODEL OUTPUT — ORCL Q4 25
Formula: quarterly capex × 4 × assumed AI share of capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,F28,28,F,Codex,"DERIVED MODEL OUTPUT — ORCL Q1 26
Formula: quarterly capex × 4 × assumed AI share of capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,G28,28,G,Codex,"DERIVED MODEL OUTPUT — ORCL Q2 26
Formula: quarterly capex × 4 × assumed AI share of capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,C29,29,C,Codex,"DERIVED MODEL OUTPUT — ORCL Q2 25
Formula: RPO/backlog × assumed AI share ÷ assumed duration
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,D29,29,D,Codex,"DERIVED MODEL OUTPUT — ORCL Q3 25
Formula: RPO/backlog × assumed AI share ÷ assumed duration
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,E29,29,E,Codex,"DERIVED MODEL OUTPUT — ORCL Q4 25
Formula: RPO/backlog × assumed AI share ÷ assumed duration
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,F29,29,F,Codex,"DERIVED MODEL OUTPUT — ORCL Q1 26
Formula: RPO/backlog × assumed AI share ÷ assumed duration
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,G29,29,G,Codex,"DERIVED MODEL OUTPUT — ORCL Q2 26
Formula: RPO/backlog × assumed AI share ÷ assumed duration
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,C30,30,C,Codex,"DERIVED MODEL OUTPUT — ORCL Q2 25
Formula: annualized AI revenue proxy × base NOPAT margin ÷ annualized AI capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,D30,30,D,Codex,"DERIVED MODEL OUTPUT — ORCL Q3 25
Formula: annualized AI revenue proxy × base NOPAT margin ÷ annualized AI capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,E30,30,E,Codex,"DERIVED MODEL OUTPUT — ORCL Q4 25
Formula: annualized AI revenue proxy × base NOPAT margin ÷ annualized AI capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,F30,30,F,Codex,"DERIVED MODEL OUTPUT — ORCL Q1 26
Formula: annualized AI revenue proxy × base NOPAT margin ÷ annualized AI capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,G30,30,G,Codex,"DERIVED MODEL OUTPUT — ORCL Q2 26
Formula: annualized AI revenue proxy × base NOPAT margin ÷ annualized AI capex
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,C31,31,C,Codex,"DERIVED MODEL OUTPUT — ORCL Q2 25
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000095017025087926/orcl-20250531.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,D31,31,D,Codex,"DERIVED MODEL OUTPUT — ORCL Q3 25
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/orcl-20250831.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,E31,31,E,Codex,"DERIVED MODEL OUTPUT — ORCL Q4 25
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/orcl-20251130.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,F31,31,F,Codex,"DERIVED MODEL OUTPUT — ORCL Q1 26
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/orcl-20260228.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,G31,31,G,Codex,"DERIVED MODEL OUTPUT — ORCL Q2 26
Formula: forward ROIC minus Damodaran sector WACC; displayed as percentage points
Fact source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/orcl-20260531.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
AI shares, five-year duration, and scenario margins retain the supplied model assumptions. Oracle reports company-wide RPO and does not disclose that 85% is AI or that recognition is straight-line over five years."
Trajectory,C33,33,C,Codex,"META Q2 25 — Quarterly revenue
Value: $47.516B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828025036791/meta-20250630.htm
Evidence: Q2 2025 revenue was $47.516B.
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,D33,33,D,Codex,"META Q3 25 — Quarterly revenue
Value: $51.242B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828025047240/meta-20250930.htm
Evidence: Q3 2025 revenue was $51.242B.
Local source: 01_sources/company_filings/meta/Meta_2025-10-30_10-Q_meta-20250930.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,E33,33,E,Codex,"META Q4 25 — Quarterly revenue
Value: $59.893B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm
Evidence: Q4 2025 revenue = $200.966B FY2025 less $141.073B first nine months = $59.893B.
Local source: 01_sources/company_filings/meta/Meta_2026-01-29_10-K_meta-20251231.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,F33,33,F,Codex,"META Q1 26 — Quarterly revenue
Value: $56.311B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828026028526/meta-20260331.htm
Evidence: Q1 2026 revenue was $56.311B. The $240B annualized revenue in the supplied snapshot is based on roughly $60B and does not match the Q1 filing; filing-based annualized revenue is $225.244B.
Local source: 01_sources/company_filings/meta/Meta_2026-04-30_10-Q_meta-20260331.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,G33,33,G,Codex,"META Q2 26 — Quarterly revenue
Value: $60.801B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm
Evidence: Q2 2026 total company revenue was $60.801B; Meta does not disclose standalone AI revenue.
Local source: 01_sources/company_filings/meta/Meta_2026-07-30_10-Q_meta-20260630.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,C34,34,C,Codex,"META Q2 25 — quarterly capex
Value: $17.012B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828025036791/meta-20250630.htm
Evidence: Company-defined capex including finance-lease principal was $17.012B (reported as $17.01B).
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,D34,34,D,Codex,"META Q3 25 — quarterly capex
Value: $19.374B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828025047240/meta-20250930.htm
Evidence: Company-defined capex including finance-lease principal was $19.374B (reported as $19.37B).
Local source: 01_sources/company_filings/meta/Meta_2025-10-30_10-Q_meta-20250930.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,E34,34,E,Codex,"META Q4 25 — quarterly capex
Value: $22.137B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm
Evidence: Company-defined capex including finance-lease principal was $22.137B (reported as $22.14B).
Local source: 01_sources/company_filings/meta/Meta_2026-01-29_10-K_meta-20251231.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,F34,34,F,Codex,"META Q1 26 — quarterly capex
Value: $19.840B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828026028526/meta-20260331.htm
Evidence: Company-defined capex was $19.840B: $18.997B cash PP&E purchases plus $0.843B finance-lease principal.
Local source: 01_sources/company_filings/meta/Meta_2026-04-30_10-Q_meta-20260331.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,G34,34,G,Codex,"META Q2 26 — quarterly capex
Value: $31.078B
Public source: https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm
Evidence: Company-defined capex was $31.078B: $30.116B Q2 cash PP&E purchases plus $0.962B finance-lease principal, reported as $31.08B.
Local source: 01_sources/company_filings/meta/Meta_2026-07-30_10-Q_meta-20260630.htm
Classification: public filing / official company disclosure unless stated otherwise."
Trajectory,C35,35,C,Codex,"DERIVED MODEL OUTPUT — META Q2 25
Formula: quarterly capex × 4 × assumed AI share of capex
Fact source: https://www.sec.gov/Archives/edgar/data/1326801/000162828025036791/meta-20250630.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1326801/000162828025036791/meta-20250630.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
The 20% AI revenue attribution, 90% AI capex share, and scenario margins retain the supplied model assumptions. Meta does not report standalone AI revenue or AI-only capex."
Trajectory,D35,35,D,Codex,"DERIVED MODEL OUTPUT — META Q3 25
Formula: quarterly capex × 4 × assumed AI share of capex
Fact source: https://www.sec.gov/Archives/edgar/data/1326801/000162828025047240/meta-20250930.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1326801/000162828025047240/meta-20250930.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
The 20% AI revenue attribution, 90% AI capex share, and scenario margins retain the supplied model assumptions. Meta does not report standalone AI revenue or AI-only capex."
Trajectory,E35,35,E,Codex,"DERIVED MODEL OUTPUT — META Q4 25
Formula: quarterly capex × 4 × assumed AI share of capex
Fact source: https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm
Capex source: https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm
WACC source: https://pages.stern.nyu.edu/~adamodar/New_Home_Page/datafile/wacc.html
AI attribution, AI capex share, duration, and scenario margins are model assumptions, not disclosures.
The 20% AI revenue attribution, 90% AI capex share, and scenario margins retain the supplied model assumptions. Meta does not report standalone AI revenue or AI-only capex."
